id,grade,gender,region,school,CharacterSize
5a39cef11161dd1fa3d3f641,G5,boy,central urban,S1,3066.61221
5a39d2761161dd1fa3d576f6,G5,girl,central urban,S1,2757.077899
5a39d0211161dd1fa3d4b641,G4,boy,central urban,S1,2654.198161
5a39cfef1161dd1fa3d4a1fd,G5,girl,central urban,S1,2861.591595
5a39d2931161dd1fa3d57e2a,G5,boy,central urban,S1,2890.4548
5a39c4a61161dd1fa3d18b90,G4,girl,central urban,S1,2433.372388
5a39ced41161dd1fa3d3e918,G4,girl,central urban,S1,2781.156383
5a39c5df1161dd1fa3d202fd,G6,girl,central urban,S1,3016.341439
5a39c3251161dd1fa3d0c382,G6,boy,central urban,S1,3195.14123
5a39d2511161dd1fa3d56d38,G5,boy,central urban,S1,3084.040205
5a39c4d61161dd1fa3d1a093,G6,girl,central urban,S1,2729.700347
5a39cf281161dd1fa3d41d9a,G4,girl,central urban,S1,2901.814881
5a39cf771161dd1fa3d4537a,G5,girl,central urban,S1,3261.767312
5a39cf191161dd1fa3d4141f,G5,girl,central urban,S1,2968.063427
5a39cfab1161dd1fa3d487f9,G5,girl,central urban,S1,3290.565561
5a39cf681161dd1fa3d44b1d,G5,girl,central urban,S1,3368.688856
5a39c4e21161dd1fa3d1a5e3,G4,boy,central urban,S1,2597.348947
5a3746951161dd1373c3a87e,G3,boy,central urban,S1,1886.731322
5a39ce781161dd1fa3d3c531,G5,boy,central urban,S1,2926.165999
5a39ceb91161dd1fa3d3da5d,G4,boy,central urban,S1,3184.420222
5a39c3381161dd1fa3d0d118,G4,girl,central urban,S1,2483.14472
5a39cf511161dd1fa3d43d2f,G4,boy,central urban,S1,2200.594934
5a3747a21161dd1373c3d487,G3,girl,central urban,S1,1900.541431
5a39ce011161dd1fa3d3adf2,G4,boy,central urban,S1,2580.396381
5a39cf771161dd1fa3d45427,G5,boy,central urban,S1,2943.313025
5a39cf951161dd1fa3d47189,G5,girl,central urban,S1,2941.875246
5a39cec91161dd1fa3d3e117,G4,girl,central urban,S1,2982.997795
5a39ce691161dd1fa3d3be09,G4,girl,central urban,S1,2940.388471
5a39d1671161dd1fa3d51d7c,G5,boy,central urban,S1,2801.436844
5a39c38f1161dd1fa3d10365,G6,boy,central urban,S1,3187.553538
5a39c3d91161dd1fa3d14464,G6,boy,central urban,S1,3112.048415
5a39d1fa1161dd1fa3d5487a,G5,boy,central urban,S1,3186.943954
5a39c5d41161dd1fa3d20097,G4,girl,central urban,S1,2959.017367
5a3748131161dd1373c3ec28,G3,boy,central urban,S1,1838.25251
5a39cf8d1161dd1fa3d466c6,G5,boy,central urban,S1,3171.518416
5a39cee11161dd1fa3d3ed17,G5,boy,central urban,S1,3335.902835
5a39c6bf1161dd1fa3d231be,G6,boy,central urban,S1,2744.512964
5a39c35d1161dd1fa3d0e8e5,G6,boy,central urban,S1,2457.174549
5a39cf1e1161dd1fa3d418cb,G5,boy,central urban,S1,3246.579785
5a39d3981161dd1fa3d5c249,G5,boy,central urban,S1,3130.689744
5a39cea01161dd1fa3d3cd6d,G4,girl,central urban,S1,2866.306452
5a39c3a61161dd1fa3d11465,G6,boy,central urban,S1,2746.408758
5a39ced11161dd1fa3d3e537,G4,girl,central urban,S1,3282.558355
5a39c4bb1161dd1fa3d19540,G4,boy,central urban,S1,2859.502006
5a39cfbb1161dd1fa3d48c57,G4,boy,central urban,S1,2882.696338
5a3721d71161dd1373bc5efc,G2,boy,central urban,S1,1738.662704
5a39c4b91161dd1fa3d1946f,G4,girl,central urban,S1,2804.745692
5a39cfdd1161dd1fa3d49b77,G5,girl,central urban,S1,3180.446222
5a39ce951161dd1fa3d3cad4,G4,girl,central urban,S1,2890.47365
5a39d1d81161dd1fa3d540f8,G5,girl,central urban,S1,3030.115747
5a39d07c1161dd1fa3d4d342,G4,girl,central urban,S1,2800.20389
5a39cf7a1161dd1fa3d45605,G5,boy,central urban,S1,3071.008897
5a39c5b01161dd1fa3d1ee86,G6,girl,central urban,S1,3192.578835
5a39c3bd1161dd1fa3d12942,G6,girl,central urban,S1,3171.789839
5a39d2851161dd1fa3d57a62,G5,boy,central urban,S1,2993.364494
5a39d2371161dd1fa3d56535,G5,girl,central urban,S1,3107.555195
5a39c42e1161dd1fa3d161e7,G4,boy,central urban,S1,3014.926905
5a39cf8a1161dd1fa3d4626c,G5,girl,central urban,S1,2939.73805
5a39c4a51161dd1fa3d18ad0,G4,girl,central urban,S1,3082.926154
5a39c7d31161dd1fa3d25d80,G6,girl,central urban,S1,3070.023756
5a39d2011161dd1fa3d5498c,G5,boy,central urban,S1,3021.951623
5a39c36b1161dd1fa3d0ee6c,G6,girl,central urban,S1,3009.000973
5a39cf021161dd1fa3d3fc80,G4,girl,central urban,S1,2975.313324
5a3747791161dd1373c3ce1e,G3,girl,central urban,S1,2286.230892
5a39cfe31161dd1fa3d49e2b,G4,boy,central urban,S1,2814.089259
5a374b721161dd1373c4e79b,G3,girl,central urban,S1,2635.308978
5a39c4171161dd1fa3d15be5,G6,girl,central urban,S1,2532.435664
5a39c4b71161dd1fa3d192e4,G4,girl,central urban,S1,3190.007691
5a39c3561161dd1fa3d0e76d,G6,boy,central urban,S1,3270.380946
5a39c3181161dd1fa3d0bda9,G6,girl,central urban,S1,3093.17772
5a39c3a11161dd1fa3d11343,G6,boy,central urban,S1,3138.613644
5a39d1931161dd1fa3d528ed,G5,boy,central urban,S1,3245.884528
5a39c2ee1161dd1fa3d0a9a8,G6,girl,central urban,S1,3273.984062
5a39c3531161dd1fa3d0e5d5,G6,girl,central urban,S1,3261.049136
5a39c4b21161dd1fa3d191e5,G4,boy,central urban,S1,2982.461118
5a39c5651161dd1fa3d1d6a6,G6,girl,central urban,S1,3274.705358
5a39ceb41161dd1fa3d3d67c,G4,girl,central urban,S1,3112.135984
5a39c42d1161dd1fa3d16136,G4,girl,central urban,S1,2717.282009
5a39c7451161dd1fa3d2483d,G6,boy,central urban,S1,3151.139786
5a3747d01161dd1373c3df18,G3,boy,central urban,S1,2159.578319
5a39d2fe1161dd1fa3d595bc,G5,girl,central urban,S1,3168.594855
5a39cfa61161dd1fa3d481a0,G4,boy,central urban,S1,2783.999758
5a39c4f81161dd1fa3d1ae52,G4,boy,central urban,S1,2764.877987
5a39cf171161dd1fa3d41355,G4,girl,central urban,S1,3001.031732
5a39d1d41161dd1fa3d53f4d,G5,girl,central urban,S1,3286.728695
5a39d0721161dd1fa3d4ceeb,G5,girl,central urban,S1,3053.11768
5a37220c1161dd1373bc68b4,G2,boy,central urban,S1,1523.217598
5a39d3a91161dd1fa3d5c621,G5,boy,central urban,S1,3047.884222
5a39d2531161dd1fa3d56ea9,G5,girl,central urban,S1,3202.767357
5a39cffa1161dd1fa3d4a676,G5,girl,central urban,S1,3229.773394
5a39c4f31161dd1fa3d1ab36,G4,boy,central urban,S1,3068.984149
5a3721a31161dd1373bc5ad4,G2,boy,central urban,S1,846.8992279
5a39c3821161dd1fa3d0fc9d,G6,boy,central urban,S1,3015.80075
5a39c3ba1161dd1fa3d123fa,G6,girl,central urban,S1,3180.962445
5a39c7201161dd1fa3d243c1,G6,boy,central urban,S1,3299.332148
5a39ce9f1161dd1fa3d3ccc4,G4,boy,central urban,S1,2850.989573
5a3721801161dd1373bc57e9,G2,girl,central urban,S1,1537.39935
5a39d2171161dd1fa3d55145,G5,girl,central urban,S1,3144.907319
5a39c5ba1161dd1fa3d1f061,G6,boy,central urban,S1,3317.848191
5a39c37a1161dd1fa3d0f555,G6,girl,central urban,S1,3078.325534
5a39ce501161dd1fa3d3baa7,G4,boy,central urban,S1,3270.650352
5a39c5d11161dd1fa3d1feb2,G6,girl,central urban,S1,3281.435913
5a39c4621161dd1fa3d179e6,G4,girl,central urban,S1,3056.401226
5a39cedc1161dd1fa3d3eacf,G4,girl,central urban,S1,2838.380441
5a374c9b1161dd1373c53e83,G3,boy,central urban,S1,2235.406057
5a3746f31161dd1373c3b0b5,G3,boy,central urban,S1,2389.394478
5a374c7d1161dd1373c53584,G3,girl,central urban,S1,3098.555211
5a39c5731161dd1fa3d1dd02,G6,girl,central urban,S1,3116.779402
5a39cf1c1161dd1fa3d4171e,G5,boy,central urban,S1,3243.150201
5a372f371161dd1373bfe7bc,G2,boy,central urban,S1,1977.973248
5a374b101161dd1373c4d0f4,G3,girl,central urban,S1,2051.973289
5a3748831161dd1373c40f1c,G3,girl,central urban,S1,2608.425167
5a3747e31161dd1373c3e3ab,G3,girl,central urban,S1,2455.610844
5a39c2e61161dd1fa3d0a158,G6,boy,central urban,S1,3134.516189
5a39c6561161dd1fa3d21b8e,G6,boy,central urban,S1,3054.392197
5a39c64e1161dd1fa3d219d7,G6,boy,central urban,S1,3384.11967
5a3747a41161dd1373c3d52c,G3,girl,central urban,S1,2982.620323
5a39c7111161dd1fa3d23f9c,G6,boy,central urban,S1,3362.762485
5a39c36d1161dd1fa3d0ef52,G6,girl,central urban,S1,3318.206895
5a39c3671161dd1fa3d0ec32,G6,boy,central urban,S1,3215.499198
5a39c3211161dd1fa3d0c1fa,G6,girl,central urban,S1,3246.159501
5a39c61f1161dd1fa3d20d19,G6,girl,central urban,S1,3226.780412
5a39c36e1161dd1fa3d0f004,G6,boy,central urban,S1,3073.472466
5a39d2761161dd1fa3d57798,G5,boy,central urban,S1,3304.840079
5a39c8831161dd1fa3d2824c,G6,girl,central urban,S1,3106.684408
5a39c5071161dd1fa3d1b172,G6,boy,central urban,S1,3215.533922
5a374d541161dd1373c575f6,G3,boy,central urban,S1,2795.763256
5a3747ff1161dd1373c3e92f,G3,girl,central urban,S1,3108.33424
5a39c36a1161dd1fa3d0edc2,G6,girl,central urban,S1,3128.831924
5a39c5c11161dd1fa3d1f5e6,G6,girl,central urban,S1,3264.369164
5a3747201161dd1373c3ba0b,G3,boy,central urban,S1,2689.913084
5a3747601161dd1373c3c5f2,G3,girl,central urban,S1,2742.860489
5a3747721161dd1373c3c8bf,G3,girl,central urban,S1,3201.956878
5a37211d1161dd1373bc4fa9,G2,girl,central urban,S1,2607.996051
5a37474b1161dd1373c3c0d8,G3,boy,central urban,S1,2804.200144
5a374cc71161dd1373c54d87,G3,boy,central urban,S1,2616.190694
5a3747d51161dd1373c3e069,G3,boy,central urban,S1,2066.010103
5a39c3561161dd1fa3d0e6ca,G6,girl,central urban,S1,3168.377609
5a3747421161dd1373c3be30,G3,boy,central urban,S1,2751.877134
5a39c36a1161dd1fa3d0ed24,G6,girl,central urban,S1,3287.409517
5a39d3f01161dd1fa3d5d17d,G5,girl,central urban,S1,3170.862592
5a3722301161dd1373bc6f9f,G2,girl,central urban,S1,1525.59913
5a374dc71161dd1373c58d8a,G3,boy,central urban,S1,2939.055809
5a3747081161dd1373c3b321,G3,girl,central urban,S1,2906.825565
5a3747ff1161dd1373c3e88e,G3,girl,central urban,S1,2917.387975
5a3747f01161dd1373c3e7b1,G3,girl,central urban,S1,2996.957522
5a37476e1161dd1373c3c7f1,G3,girl,central urban,S1,2588.225553
5a39d2491161dd1fa3d56c39,G5,girl,central urban,S1,3108.441003
5a37470f1161dd1373c3b4fc,G3,girl,central urban,S1,3146.843328
5a3748641161dd1373c40497,G3,boy,central urban,S1,2909.732838
5a37216f1161dd1373bc55bf,G2,boy,central urban,S1,2298.765408
5a37479d1161dd1373c3d346,G3,boy,central urban,S1,2817.964673
5a39c5d61161dd1fa3d201fa,G6,girl,central urban,S1,3120.515422
5a39c3781161dd1fa3d0f460,G6,boy,central urban,S1,3228.741677
5a3731301161dd1373c076f6,G2,girl,central urban,S1,1570.168839
5a3747781161dd1373c3cd7e,G3,boy,central urban,S1,2483.85769
5a3747a41161dd1373c3d5cc,G3,girl,central urban,S1,2554.795636
5a3721d41161dd1373bc5e4e,G2,boy,central urban,S1,2615.494843
5a39d1431161dd1fa3d513d9,G5,girl,central urban,S1,3157.700566
5a374ce61161dd1373c55618,G3,boy,central urban,S1,3103.500382
5a3723ed1161dd1373bcb02e,G2,girl,central urban,S1,1530.908649
5a3747cc1161dd1373c3de58,G3,girl,central urban,S1,3166.191655
5a3747111161dd1373c3b649,G3,girl,central urban,S1,2932.711732
5a3747af1161dd1373c3d6be,G3,girl,central urban,S1,2650.227542
5a3748c21161dd1373c41fb0,G3,boy,central urban,S1,3071.686874
5a3722571161dd1373bc762f,G2,girl,central urban,S1,1714.113883
5a3721fe1161dd1373bc657b,G2,boy,central urban,S1,2053.699529
5a3721c11161dd1373bc5c95,G2,girl,central urban,S1,2213.126832
5a3747761161dd1373c3cc16,G3,boy,central urban,S1,2544.275949
5a3747741161dd1373c3ca03,G3,boy,central urban,S1,3150.034375
5a39cf0e1161dd1fa3d40869,G4,boy,central urban,S1,3368.866684
5a3723541161dd1373bca452,G2,girl,central urban,S1,1708.420763
5a374d261161dd1373c56b2e,G3,boy,central urban,S1,2510.680387
5a3730781161dd1373c02328,G2,boy,central urban,S1,1267.456456
5a374cf01161dd1373c55a54,G3,boy,central urban,S1,3000.268249
5a3747111161dd1373c3b5a8,G3,girl,central urban,S1,2916.031547
5a3747b91161dd1373c3d8d6,G3,girl,central urban,S1,3099.560825
5a374a941161dd1373c4bde6,G3,boy,central urban,S1,2763.284828
5a3746e31161dd1373c3ae70,G3,boy,central urban,S1,2761.4798
5a3722a31161dd1373bc8259,G2,boy,central urban,S1,1497.996832
5a3731aa1161dd1373c08207,G2,girl,central urban,S1,1696.732751
5a3721f11161dd1373bc6363,G2,boy,central urban,S1,2497.223909
5a3733041161dd1373c09027,G2,girl,central urban,S1,1265.767848
5a3730701161dd1373c021f3,G2,boy,central urban,S1,1958.910282
5a3721311161dd1373bc514b,G2,boy,central urban,S1,2897.327252
5a3722711161dd1373bc799c,G2,boy,central urban,S1,1922.817928
5a3747731161dd1373c3c963,G3,girl,central urban,S1,2685.478768
5a3722a71161dd1373bc84f2,G2,girl,central urban,S1,1983.146569
5a3721d01161dd1373bc5d90,G2,girl,central urban,S1,1986.559136
5a3721561161dd1373bc5360,G2,girl,central urban,S1,2966.312984
5a3722371161dd1373bc718d,G2,girl,central urban,S1,2221.263993
5a3721761161dd1373bc568c,G2,boy,central urban,S1,2129.245552
5a37216a1161dd1373bc5502,G2,boy,central urban,S1,2756.899296
5a37223a1161dd1373bc7230,G2,girl,central urban,S1,2209.749603
5a3721f11161dd1373bc6401,G2,girl,central urban,S1,2734.937403
5a3721e71161dd1373bc6207,G2,girl,central urban,S1,2523.091616
5a3721e11161dd1373bc6055,G2,girl,central urban,S1,2545.246766
5a3722331161dd1373bc70e6,G2,girl,central urban,S1,2297.539313
5a37228d1161dd1373bc7f35,G2,boy,central urban,S1,2786.352441
5a37220b1161dd1373bc6814,G2,girl,central urban,S1,2021.527292
5a55ac911161dd28e6b562e9,G5,girl,central urban,S20,2456.489057
5a584b581161dd6c837e9482,G5,girl,rural,S6,1606.089145
5a584adf1161dd6c837e76f9,G5,boy,rural,S6,2631.042312
5a54682d1161dd28e698e98e,G5,girl,suburban,S18,2887.178414
5a42e82d1161dd5f1db4ebe7,G5,boy,rural,S12,2382.876951
5a4dcfa61161dd6b753ec9f4,G4,boy,rural,S19,2485.260983
5a4adf4a1161dd6b75f6f0d0,G5,boy,central urban,S9,2939.297205
5a55672d1161dd28e6a17a52,G4,boy,suburban,S18,1561.31584
5a42f4851161dd5f1db70db3,G4,boy,rural,S12,2221.967158
5a56c5c31161dd28e6f0d527,G2,girl,central urban,S2,1533.157634
5a4d83741161dd6b75374241,G2,girl,central urban,S9,1055.929476
5a52db7a1161dd6b757bc73b,G4,girl,central urban,S20,2612.136746
5a52dc841161dd6b757c1f5d,G4,girl,central urban,S20,2592.540834
5a58070c1161dd6c83695ebe,G4,boy,suburban,S8,1833.352966
5a5d70c51161dd3ac4dc3e9a,G4,boy,rural,S7,2886.669997
5a52e2641161dd6b7580a4ab,G5,boy,suburban,S14,2979.257237
5a5707d71161dd4128def397,G4,boy,rural,S6,2379.716054
5a4ed4071161dd6b75452d23,G2,boy,suburban,S11,1372.198075
5a58516b1161dd6c838188a3,G2,girl,rural,S6,1293.362326
5a4edee71161dd6b7547dcf1,G2,girl,rural,S19,653.0954422
5a4f238e1161dd6b754e3efe,G2,boy,rural,S19,1130.197003
5a5715781161dd4128e51708,G5,boy,suburban,S8,3098.162401
5a5707ee1161dd4128df0368,G4,girl,rural,S6,2115.871434
5a5ebbe61161dd3ac4f406f5,G2,boy,central urban,S3,1063.072337
5a4d91be1161dd6b7539e760,G4,girl,suburban,S14,2223.188131
5a4f14f01161dd6b754cdd71,G6,girl,suburban,S14,3085.461104
5a4c25961161dd6b750f9df6,G4,boy,central urban,S9,1935.480012
5a4afc061161dd6b7500edaf,G6,boy,rural,S19,2689.088692
5a56f9a71161dd4128d7ab40,G4,boy,suburban,S16,2697.379388
5a580d091161dd6c836d29e4,G2,boy,suburban,S8,1287.192596
5a5c1b321161dd3ac4185811,G2,boy,central urban,S4,2201.494588
5a5308421161dd6b75871d9c,G5,boy,central urban,S13,2558.286058
5a556cfe1161dd28e6a2e8db,G5,boy,central urban,S2,2009.720177
5a559ebb1161dd28e6b00ced,G2,boy,central urban,S17,1007.069171
5a5c51e21161dd3ac45f14b3,G2,boy,central urban,S4,1787.91258
5a558d4b1161dd28e6acd2d1,G2,boy,central urban,S5,1763.655619
5a4ed2e81161dd6b7544b4e4,G2,boy,suburban,S11,1764.314045
5a4f14bb1161dd6b754cd191,G6,boy,suburban,S14,2745.040573
5a56f9311161dd4128d78003,G4,boy,suburban,S16,2767.613892
5a4d929b1161dd6b753a138c,G4,girl,suburban,S14,2469.072938
5a5709b51161dd4128e043be,G5,boy,central urban,S13,2627.659183
5a5ebc8f1161dd3ac4f432c4,G2,boy,central urban,S3,1017.139848
5a5ebbd41161dd3ac4f402e7,G2,boy,central urban,S3,1407.615489
5a56bbc91161dd28e6ecc170,G2,boy,central urban,S2,804.2778312
5a4ed5bc1161dd6b7545a4ff,G2,girl,suburban,S11,1166.479456
5a56dc071161dd4128d3f21d,G6,boy,central urban,S20,2859.568943
5a4ed4611161dd6b75454f95,G2,girl,suburban,S11,1719.900557
5a5809e21161dd6c836ada80,G2,boy,suburban,S16,1874.374078
5a56aee11161dd28e6c6172a,G2,girl,central urban,S2,1379.155476
5a4c33f61161dd6b75148c65,G5,boy,suburban,S11,2904.484209
5a4d91f51161dd6b7539f1eb,G4,boy,suburban,S14,2614.421631
5a56c6b71161dd28e6f1117b,G2,boy,central urban,S2,879.494231
5a4d82361161dd6b7536bd41,G2,girl,central urban,S9,1371.812257
5a56c1f31161dd28e6efa53f,G5,boy,suburban,S15,2476.331197
5a41d43b1161dd545f156b18,G2,boy,rural,S12,1451.461657
5a55bd661161dd28e6bddfac,G4,girl,central urban,S13,1948.886869
5a5573c31161dd28e6a4eda9,G4,boy,suburban,S15,2512.087219
5a4c8ab11161dd6b752d7212,G5,boy,rural,S19,2468.372616
5a56fb1b1161dd4128d820f5,G5,boy,rural,S6,2778.602535
5a56aec11161dd28e6c60fb6,G2,boy,central urban,S2,1817.930873
5a3722331161dd1373bc7047,G2,girl,central urban,S1,1517.649514
5a4f237d1161dd6b754e3cae,G2,girl,rural,S19,1495.093974
5a5c547d1161dd3ac45f44a2,G2,girl,central urban,S4,1444.711854
5a582a9d1161dd6c837972d9,G2,girl,suburban,S16,1423.460916
5a5859c41161dd6c838395d3,G2,girl,rural,S6,880.0072042
5a4f26491161dd6b754f1d17,G6,girl,suburban,S14,3055.472637
5a4dc3bb1161dd6b753c51bb,G4,girl,rural,S19,2418.896019
5a580ad61161dd6c836baf4d,G2,boy,suburban,S16,931.814849
5a5466961161dd28e6983d8b,G2,boy,central urban,S13,1366.086936
5a5710dc1161dd4128e314a2,G5,boy,suburban,S8,2259.807887
5a4ed3581161dd6b7544df23,G2,girl,suburban,S11,1582.861816
5a4c8b3f1161dd6b752d8ab3,G5,boy,rural,S19,2586.920146
5a4ed3a61161dd6b7545027b,G2,girl,suburban,S11,1357.737745
5a5417771161dd28e6647719,G2,boy,central urban,S20,568.4356732
5a5862c21161dd3ac411fa29,G2,girl,suburban,S15,1673.429369
5a56baec1161dd28e6ec38ce,G5,boy,suburban,S16,3089.656692
5a4f23a81161dd6b754e43e2,G2,boy,rural,S19,1562.516983
5a52dab51161dd6b757b6fab,G4,boy,central urban,S20,2602.073623
5a4edf531161dd6b75480924,G2,boy,rural,S19,1207.288497
5a54359d1161dd28e68eed09,G2,girl,central urban,S20,1930.289639
5a4edf3d1161dd6b7547fdcd,G2,girl,rural,S19,1164.252854
5a5418111161dd28e664adac,G2,girl,central urban,S20,1520.411586
5a41d5801161dd545f159e14,G2,girl,rural,S12,1322.981996
5a4c80dd1161dd6b7524d9d0,G5,boy,rural,S19,1343.106588
5a56ecf71161dd4128d5daa4,G2,boy,central urban,S17,1972.558895
5a56b8141161dd28e6e6907a,G2,girl,central urban,S2,1331.012508
5a557f3c1161dd28e6a8452a,G2,boy,central urban,S5,1098.945451
5a545c151161dd28e6949225,G2,boy,central urban,S13,1227.073434
5a42f4ac1161dd5f1db71404,G4,girl,rural,S12,2745.011293
5a5eae0e1161dd3ac4f23a0e,G2,boy,central urban,S3,1255.672319
5a580acf1161dd6c836bab31,G2,boy,suburban,S16,1215.999361
5a558d7a1161dd28e6acd978,G2,boy,central urban,S5,1243.626896
5a559efa1161dd28e6b02570,G2,girl,central urban,S17,1278.816674
5a5568c21161dd28e6a1fcb0,G4,boy,suburban,S18,2805.518747
5a4ed56a1161dd6b75459085,G2,girl,suburban,S11,1384.778411
5a55c7b91161dd28e6c3246e,G5,girl,rural,S10,2836.471332
5a56cf0e1161dd28e6f5f52d,G2,girl,rural,S10,2768.846061
5a56b6ff1161dd28e6e1e55f,G2,boy,central urban,S2,1129.244025
5a4b1f1b1161dd6b75031107,G6,boy,rural,S19,2679.34247
5a5c51b21161dd3ac45f0b98,G2,boy,central urban,S4,1541.927728
5a56af401161dd28e6c63065,G2,boy,central urban,S2,1447.720974
5a56b4d01161dd28e6c79890,G2,boy,central urban,S2,1582.599859
5a557ccf1161dd28e6a78c5c,G2,girl,central urban,S5,1771.666943
5a56aef01161dd28e6c61d24,G2,girl,central urban,S2,1302.227858
5a5d99901161dd3ac4eff84d,G2,boy,rural,S7,2051.610244
5a5721181161dd4128e73b91,G4,girl,suburban,S8,2122.201945
5a557c7f1161dd28e6a7646c,G2,boy,central urban,S5,2246.561439
5a55acb91161dd28e6b57c5a,G4,boy,suburban,S18,2426.178343
5a582b321161dd6c8379c0a3,G2,boy,suburban,S16,1280.500186
5a580a811161dd6c836b5f66,G2,boy,suburban,S16,1839.191491
5a557cab1161dd28e6a77716,G2,boy,central urban,S5,1339.302916
5a56b9f91161dd28e6ebd1eb,G5,girl,suburban,S16,2537.23012
5a56bba31161dd28e6ecb39d,G2,boy,suburban,S18,2506.131186
5a4f15101161dd6b754ce57b,G6,boy,suburban,S14,2495.289564
5a4ed3d91161dd6b754519d0,G2,girl,suburban,S11,1212.885002
5a52d6451161dd6b7579dea6,G5,boy,suburban,S14,2928.673341
5a58512b1161dd6c83816f67,G2,boy,rural,S6,2182.83187
5a558de91161dd28e6acf466,G2,boy,central urban,S5,1698.078883
5a557e071161dd28e6a7fa8b,G2,boy,central urban,S5,1569.955087
5a5861591161dd3ac411abcf,G2,girl,suburban,S15,1917.69534
5a580c751161dd6c836cc1fa,G2,boy,suburban,S8,1581.714639
5a4dc32b1161dd6b753c34fd,G4,boy,rural,S19,2495.801876
5a52d5b61161dd6b75799e68,G5,girl,suburban,S14,2856.263359
5a4308441161dd5f1dba0d7c,G2,boy,rural,S12,1244.597974
5a4ed4211161dd6b75453975,G2,boy,suburban,S11,2114.234047
5a5859661161dd6c838373ad,G2,boy,rural,S6,1092.74367
5a545ad71161dd28e6937cc5,G2,girl,central urban,S13,1953.852994
5a5802aa1161dd6c83688e99,G5,girl,central urban,S3,2233.428679
5a5c43a51161dd3ac43cef8f,G4,girl,central urban,S3,2760.283719
5a56b7651161dd28e6e3140c,G2,girl,central urban,S2,744.2219043
5a56c4d41161dd28e6f08861,G2,boy,central urban,S2,1897.989025
5a4edebf1161dd6b7547c937,G2,boy,rural,S19,1754.23295
5a4c72621161dd6b752235a0,G6,boy,suburban,S11,3315.896692
5a5802fa1161dd6c8368dd61,G5,boy,central urban,S3,1784.305802
5a56c0ba1161dd28e6ef6937,G2,girl,central urban,S2,1023.288459
5a4c43ea1161dd6b7517539d,G4,girl,suburban,S11,2593.975376
