date,q1a,q1b,q1c,q1d,q1e,state,corp,tax,private,fees,location,mission,image,benefits,q5,precorre,int,mag,newsp,radio,signs,tv,word,accuracy,influenc,reliable,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,q8i,q8j,elig,ncyes,pdyes,cpconyes,cpdebyes,econom,educ,environ,fpolicy,healthc,iraq,jobs,ssmar,otheriss,issue,changey,issueyes,respyes,rightsy,partyyes,opinyes,cfp,cpm,conpm,dfl,gpm,ipm,lpm,libertpm,nup,pm,rpm,reppm,noaffil,party,female,yrsinmn,age,current,alumn,uempl,famstu,famempl,bus,none,role,intern,under,grad,nondeg,stustat,a,b,c,d,e,f,g,h,i,j,quiz,stadiumsupport
10/23/2004,1,0,0,1,1,2,4,3,4,1,1,2,4,3,1,0,0,0,0,0,0,1,0,3,3,3,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,11,36,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,1,1,1,1,1,8,3
10/23/2004,1,1,1,0,1,2,3,2,4,2,1,1,4,3,1,0,0,0,1,0,0,0,0,2,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,6,47,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,1,1,1,5,4
10/23/2004,1,0,0,1,0,1,4,1,4,1,2,1,2,4,1,0,1,0,0,0,0,0,0,2,4,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,49,49,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,1,1,0,1,1,1,7,2
10/23/2004,0,1,0,1,1,1,4,1,4,1,1,1,3,2,1,0,0,0,1,0,0,0,0,1,3,2,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,25,52,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,1,0,1,5,3
10/23/2004,1,0,0,0,0,4,4,1,4,1,1,3,4,4,1,0,1,0,0,0,0,0,0,2,3,2,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,5,1,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,5,26,0,0,1,0,0,0,0,3,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,3,1
10/23/2004,0,1,1,0,0,2,2,3,3,3,1,2,3,3,3,0,0,0,0,0,0,1,0,2,3,2,1,0,1,0,0,1,0,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,29,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,1,0,1,1,1,0,0,4,2
10/23/2004,1,0,1,0,0,4,4,1,4,2,1,3,3,3,3,0,0,0,0,0,0,1,0,3,3,2,1,1,1,1,1,1,1,1,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,33,1,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,1,1,0,0,0,0,3,2
10/24/2004,0,0,0,1,0,2,4,2,4,1,1,1,2,3,1,0,0,0,1,0,0,0,0,2,2,2,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,50,50,0,1,0,0,0,0,0,2, , , , , ,0,0,0,0,1,1,1,1,1,0,5,1
10/24/2004,1,1,1,1,1,4,4,3,4,2,1,2,4,3,2,0,0,0,0,0,0,1,0,2,3,2,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,5,24,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,0,0,1,1,0,1,5,5
10/24/2004,0,0,0,0,0,1,3,1,3,1,2,1,2,2,3,0,0,0,1,0,0,0,0,2,3,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,32,32,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,1,1,0,1,5,0
10/24/2004,1,1,1,1,1,3,4,3,4,1,1,4,4,4,2,0,0,0,0,0,0,0,1,3,4,2,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,9,38,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,1,1,1,1,1,7,5
10/24/2004,1,1,1,0,1,1,2,1,4,3,1,1,3,2,4,0,0,0,1,0,0,0,0,2,3,2,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,41,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0,1,4,4
10/24/2004,1,1,1,1,0,3,4,3,4,2,1,2,4,4,2,0,0,0,1,0,0,0,0,3,4,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,49,49,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,1,1,1,1,1,7,4
10/24/2004,0,0,0,1,1,2,3,2,3,1,2,1,1,1,1,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,40,54,0,0,1,0,0,0,0,3,0,0,1,0,2,0,0,1,1,1,1,1,0,1,1,7,2
10/24/2004,0,0,0,0,1,0,0,0,3,0,2,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,28,44,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,5,1
10/24/2004,1,0,0,0,1,3,4,2,4,1,1,1,2,4,2,0,0,0,0,0,0,1,0,2,3,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4, , , , , ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,33,0,0,0,0,0,0,1,7,0,0,1,0,2,1,0,1,0,0,1,0,1,0,1,5,2
10/24/2004,0,0,0,0,0,2,2,1,4,1,1,3,2,2,4,0,0,0,0,1,0,0,0,4,4,3,1,0,0,1,0,0,1,0,1,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,28,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,2,0
10/24/2004,0,0,1,0,0,4,3,1,1,1,2,1,1,1,3,0,0,0,0,0,0,1,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,32,1,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,1,0,0,1,1,1,1,7,1
10/24/2004,0,0,0,0,0,2,2,2,2,2,1,2,2,2,3,0,1,0,0,0,0,0,0,2,3,3,0,0,1,0,0,0,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,41,1,0,0,0,0,0,0,1,1,0,1,0,2,1,0,0,1,0,0,0,0,0,1,3,0
10/24/2004,0,0,0,0,0,3,3,2,3,2,2,2,2,3,4,0,0,0,0,0,0,1,0,2,2,2,1,0,1,1,1,0,0,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1.3,45,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,1,0,0,1,3,0
10/24/2004,0,0,0,0,0,3,3,2,4,2,2,1,3,2,4,0,0,0,0,0,0,1,0,2,3,2,1,0,1,1,1,1,1,1,1,1,1,1,1, , ,0,0,0,1,0,0,0,0,0,4, , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,32,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,2,0
10/25/2004,1,1,1,0,0,1,4,1,4,3,1,2,3,3,1,0,0,0,0,0,0,0,0,3,3,3,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,8,37,0,0,1,0,0,0,0,3, , , , , ,0,0,1,0,1,1,0,0,1,1,5,3
10/25/2004,0,0,0,0,0,3,3,1,3,1,2,1,2,3,4,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,34,0,1,0,0,0,0,0,2, , , , , ,0,1,1,0,1,1,0,1,1,1,7,0
10/25/2004,1,0,0,0,1,1,4,2,4,3,1,2,3,3,1,0,0,0,0,0,0,1,0,3,2,3,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,31,31,0,1,0,0,0,0,0,2, , , , , ,1,1,1,0,0,1,0,0,0,1,5,2
10/25/2004,1,0,1,1,0,1,3,2,4,1,2,3,4,4,1,0,0,0,0,1,0,0,0,2,2,2,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,6,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,32,35,0,1,0,0,0,0,0,2, , , , , ,0,1,1,1,0,1,1,1,1,1,8,3
10/25/2004,1,1,0,0,0,3,3,2,4,1,1,2,4,4,1,0,0,0,1,0,0,0,0,2,3,2,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,11,37,0,1,0,0,0,0,0,2, , , , , ,0,0,1,0,1,1,0,0,0,1,4,2
10/25/2004,0,0,0,0,1,1,4,1,4,1,1,1,3,1,1,0,0,0,1,0,0,0,0,1,3,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,36,38,0,0,1,0,0,0,0,3, , , , , ,1,1,1,0,0,0,1,1,1,1,7,1
10/25/2004,0,0,0,0,0,3,3,2,3,2,1,2,3,3,1,0,0,0,0,0,0,0,1,1,3,2,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,50,50,0,0,1,0,0,0,0,3, , , , , ,0,0,1,1,1,1,1,1,0,1,7,0
10/25/2004,0,0,0,1,0,3,3,1,4,3,1,1,2,1,1,0,0,0,1,0,0,0,0,3,3,2,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,30,54,0,0,1,0,0,0,0,3, , , , , ,0,1,1,0,1,1,1,1,0,1,7,1
10/25/2004,0,1,0,1,1,1,3,1,4,1,1,1,3,3,1,0,0,0,0,1,0,0,0,3,2,3,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,7,25,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,1,1,0,5,3
10/25/2004,0,0,0,0,0,1,2,1,2,1,1,2,2,2,2,0,0,0,0,0,0,1,0,2,2,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,30,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,3,0
10/25/2004,0,0,0,0,0,1,1,1,1,1,1,2,3,3,2,0,0,0,0,0,0,1,0,1,3,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,55,55,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,1,1,0,0,4,0
10/25/2004,1,0,1,1,0,2,3,3,3,1,1,2,3,3,2,0,0,0,0,1,0,0,0,2,3,2,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,27,27,0,0,1,0,0,0,0,3,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,6,3
10/25/2004,0,0,0,1,0,2,3,2,3,1,1,1,3,2,1,0,0,0,1,0,0,0,0,3,3,3,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,40,43,0,0,1,0,0,0,0,3,0,0,1,0,2,0,0,1,0,1,1,1,1,0,1,6,1
10/25/2004,1,0,1,1,1,3,1,3,4,2,1,3,4,3,1,0,0,0,0,1,0,0,0,1,3,2,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,5,1,0,1,1, ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,25,37,0,0,0,0,0,1,0,6,0,0,0,1,3,0,0,1,1,1,0,0,1,1,1,6,4
10/25/2004,1,0,1,0,0,4,4,2,4,1,2,3,3,4,2,0,0,0,0,0,0,0,1,2,4,2,1,1,1,1,1,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,23,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,6,2
10/25/2004,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,37,1,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,1,0,0,1,1,1,1,7,0
10/25/2004,0,0,0,0,0,3,1,1,3,1,1,2,2,2,3,0,0,0,0,0,0,1,0,2,2,2,1,0,1,1,0,1,0,1,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,32,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,0,1,0,3,0
10/25/2004,1,1,1,0,1,3,4,1,4,1,2,4,4,3,4,0,0,0,1,0,0,0,0,4,3,4,1,0,1,0,1,1,1,1,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,33,0,0,1,0,0,0,0,3,1,0,1,0,2,0,0,0,1,1,1,0,0,0,1,4,4
10/25/2004,1,1,1,1,1,1,0,3,4,1,1,2,4,4,1,1,0,0,1,0,0,1,0,2,3,3,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,47,47,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,0,1,0,0,1,5,5
10/25/2004,1,0,1,1,1,4,4,3,4,1,1,2,3,4,2,1,1,0,0,0,0,1,0,3,3,1,1,0,0,1,1,1,1,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,31,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1,5,4
10/25/2004,0,1,1,1,1,3,4,1,4,1,2,1,1,1,1,1,1,0,0,0,0,1,0,1,4,1,1,0,0,1,1,1,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,6,31,1,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,1,1,1,0,1,6,4
10/25/2004,1,1,1,1,1,4,4,1,4,1,1,1,4,4,1,1,0,0,1,1,0,1,0,1,3,2,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,25,32,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,1,1,0,0,1,1,7,5
10/25/2004,1,1,1,0,0,2,3,2,3,2,1,2,3,3,2,1,0,0,1,0,1,0,1,2,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,34,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,8,3
10/25/2004,1,0,1,1,1,4,4,2,4,1,1,2,3,3,2,1,1,0,1,0,0,1,1,3,3,3,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,3,21,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,7,4
10/25/2004,0,0,1,1,1,2,4,1,4,1,1,2,3,3,1,1,1,1,0,0,0,1,1,3,3,2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,24,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,1,0,1,0,1,0,1,6,3
10/25/2004,0,0,0,0,0,1,3,1,3,1,2,1,2,2,2,1,0,0,1,1,0,1,1,3,2,3,1,0,1,0,1,0,0,1,0,0,1, , , , ,0,0,0,1,0,0,0,0,0,4,0,1,1,1, ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,26,26,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,1,0,1,1,5,0
10/25/2004,1,1,0,0,0,2,4,1,4,2,1,2,3,3,1,1,0,0,1,0,1,1,1,3,3,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,3,37,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,9,2
10/25/2004,1,1,1,0,0,4,4,3,4,2,1,2,3,3,1,1,0,1,1,1,0,1,0,2,2,2,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,36,0,0,0,0,0,0,1,7,0,0,0,1,3,1,0,1,0,1,1,0,1,0,1,6,3
10/25/2004,1,1,1,1,1,3,4,2,4,2,1,3,3,3,1,1,0,1,1,1,0,1,1,1,3,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1, ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,8,27,0,1,0,0,0,0,0,2, , , , , ,1,0,1,0,1,0,0,1,0,1,5,5
10/25/2004,1,0,0,1,0,1,4,1,4,2,0,2,4,4,1,1,1,0,1,1,0,1,1,2,3,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,30,32,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,1,1,1,0,1,7,2
10/25/2004,1,1,1,1,1,4,4,3,4,3,1,4,4,4,1,1,1,1,1,1,0,1,1,2,3,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,9,26,0,1,0,0,0,0,0,2, , , , , ,0,0,1,0,1,0,0,1,0,1,4,5
10/25/2004,1,1,1,0,0,3,4,2,4,1,2,4,4,4,1,1,1,1,1,1,0,1,1,2,3,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,25,28,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,1,0,1,1,1,7,3
10/25/2004,0,0,0,0,0,2,2,2,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,3,4,3,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1, , , ,1, , ,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,15,28,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,1,0,1,0,1,5,0
10/25/2004,0,0,0,1,1,2,3,1,4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,3,3,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,2,33,1,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,1,0,1,0,1,6,2
10/25/2004,0,0,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,33,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,0,1,1,0,1,4,2
10/25/2004,0,0,0,0,0,1,3,1,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,7,35,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,1,1,1,1,0,0,6,0
